chr2L_1656.fasta	>dm5	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI10	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI103	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI104	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI114N	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI117	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI118N	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI126	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI129	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI134N	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI136	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI138	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI152	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI157	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI161	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI164	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI165	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI167	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI170	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI172	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI173	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI176	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI177	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI178	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI179	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI181	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI182	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI184	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI185	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI188	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI190	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI191	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI193	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI194	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI196	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI197N	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI198	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI199	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI200	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI202	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI206	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI207	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI210	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI211	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI212	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI213	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI214	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI216N	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI218	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI219	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI220	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI221	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI225	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI226	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI227	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI228	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI230	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI231	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI232	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI233	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI235	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI237	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI239	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI240	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI241	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI250	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI251N	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI252	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI253	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI254N	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI255	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI26	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI261	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
chr2L_1656.fasta	>ZI263	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{13484596: 'TGA'}
chr2L_1656.fasta	>ZI264	[[13461780, 13462200], [13483446, 13485098]]	13484359	13484611	{}
